email,prediction
22adfe3a0e,0.13
bff267b25b,0.238
6c0f8be217,0.21
b43a725962,0.448
b7218f8b52,0.25
9a72d2d427,0.25
afec48808d,0.15
a8bf79e8ed,0.09
1d8fc7ff2f,0.15
81d8f0c139,0.15
1d2045874a,0.274
5a44394d59,0.11
1dfbc559b6,0.19
86f45752c9,0.09
e68258d877,0.14
d038c13734,0.17
e9cb7fe19e,0.511
e92c98fed0,0.15
dae2e44d36,0.3
920537d180,0.217
94551aaf71,0.1
d390be862c,0.11
3e53f75482,0.089
0406671385,0.07
1bc68e89a0,0.06
75547956c0,0.17
0a03ddcd68,0.17
6adb23104c,0.04
6825c10caf,0.29
387f3a7652,0.401
f4ebc10069,0.11
adef11f090,0.11
8c875bfc0b,0.1
61a0fa9d88,0.11
747de36373,0.05
929151f791,0.18
fea598c6a3,0.09
22a692aa13,0.09
aa5c82de7f,0.447
aff2696b2a,0.19
622aa98c57,0.116
f166438f2c,0.27
4b6e8331a8,0.239
b88679e164,0.06
fd37e5fa70,0.12
78631b0eaa,0.18
1bf9a71e78,0.27
65f06b82e1,0.07
eb2b380e60,0.17
97e03a97a9,0.05
70d4a4ed9c,0.11
59a3d7702f,0.11
794a2a8e0a,0.09
2aa741e28e,0.14
92dd6c3458,0.13
f2aa9a3b63,0.27
324832f0ca,0.12
4ddd6a5117,0.14
a444606994,0.218
4e8c661d97,0.08
d7ab8d34b9,0.218
9fab3d651d,0.32
6d09492470,0.14
f4c63c7209,0.267
19783f8213,0.09
abbfb9ff9d,0.25
187763f5b7,0.187
efb2a252ee,0.1
1e0399770d,0.2
983c7b6a98,0.273
3a3930bb77,0.07
3c55887f17,0.22
632de3fccf,0.07
56831acb6d,0.18
1015b40cef,0.229
b3111c7194,0.28
43f5d705c3,0.13
8266e89507,0.08
d3f6967d47,0.197
ae5766170b,0.1
10fcd2b8ab,0.46
1c3f0f5ade,0.01
4e0fae464f,0.05
0ca6af012e,0.12
12551d6073,0.197
5da6f193e4,0.278
990d39f0a0,0.496
244b0bcc0c,0.17
68fc994dc1,0.09
12b0ad71bd,0.2
91f7b44d83,0.07
3694792f1f,0.19
250233d912,0.05
2835cbb169,0.14
cae50a676c,0.08
f0bac13595,0.2
e8289283be,0.369
d37be74883,0.14
0ba6798e42,0.153
7b9291ffd8,0.24
941ab52cfe,0.02
b46d08a308,0.07
0b685cebcf,0.1
baf7e29b02,0.251
95722be298,0.05
a1ef9fc538,0.192
f5453f1795,0.396
e383ae2458,0.22
99f3b8bac2,0.18
8a605f649c,0.73
4d20c6909a,0.19
402b5bc0bd,0.281
c7fefae50c,0.297
ec703d2fcd,0.12
f43ad880ba,0.23
167bdd1e07,0.24
af56326a68,0.14
28e1c0dbc6,0.25
9f5afa571c,0.09
3373574ddc,0.17
a787e2ca14,0.19
137ef4fb7c,0.13
e6b2bbcfce,0.469
61b05c0ff9,0.324
40b213f233,0.469
e29225eea5,0.318
931f926745,0.08
f1a0814842,0.24
fbf214e4a6,0.27
16ffeca160,0.42
3a8bb11d48,0.496
30fa1d3ad1,0.259
69eb0f8d41,0.243
7406a85e8b,0.2
46388aa95c,0.04
2c47139c8e,0.11
87e0994aab,0.15
be2df90b34,0.08
703aa2f99d,0.13
52ea9839fb,0.1
91434755df,0.16
58e21b3f87,0.07
3712bdc7bd,0.12
25e74c2cb0,0.1
58accae71f,0.1
ddecd9cfe5,0.13
19d93ff647,0.042
993e350b03,0.407
ba77408b5f,0.15
b1ec86d354,0.18
69ab2a0c50,0.26
b86b29f26d,0.12
f141a2cd97,0.13
3c2e9ff03b,0.2
aa7c9ba650,0.14
2330b7fff8,0.09
6ef3b7276b,0.06
023d346226,0.138
dd8b88720c,0.23
f0863a587a,0.35
8d54b3b518,0.12
35786ea81f,0.18
aa3b90a2f6,0.09
f0d968ec1f,0.22
cda71b4854,0.13
a1d1b7f625,0.12
3e2d7b1fac,0.05
24b71f92f5,0.14
a6dd738678,0.12
a33bdc67f1,0.1
44bff21bb4,0.188
036bb6d1f6,0.24
5bea9458e6,0.32
86c9f04f5f,0.169
91808c5ce2,0.37
dc6a7b5266,0.169
91b4d8939c,0.158
01c50bc4f6,0.16
75ad1e9425,0.05
e7cb928330,0.249
7faf067e73,0.04
9046188218,0.15
7a5cff21f5,0.24
ba4de277f7,0.29
c9d10a5887,0.06
fd9e75a9f7,0.09
cee3a728b8,0.24
397ddd750d,0.05
e589aa2295,0.151
8e4ac23305,0.17
c5a8ed5b34,0.11
afc3a70944,0.15
e21dc174a8,0.11
59bec1c416,0.13
73da369ad7,0.04
670c01ece8,0.15
6c15f9c507,0.35
6c912c2696,0.13
d08ce89f36,0.11
4cfa832dc8,0.16
37dad99a8c,0.2
6c817b7f87,0.288
c9a1ad58a4,0.09
74b84eebaa,0.379
9640712b33,0.21
23e7869b39,0.06
03c9eeee12,0.208
ae4d82d37c,0.241
a2e76878a8,0.11
bff895f07e,0.15
95fd4dc5fa,0.15
b987f2ef6d,0.35
1dedaf0039,0.16
b962b92f33,0.08
f99dd40ac6,0.18
69e15a151f,0.113
49fece6315,0.085
379218115f,0.04
9c6d7235d3,0.16
4e6a465372,0.281
ca29fec50d,0.07
f6e4bb732b,0.277
e092ae5fc1,0.08
f80cc736e9,0.188
ca04bcf921,0.73
d026625f29,0.23
16b6331893,0.05
5923d1afe5,0.217
6c16994ca3,0.14
917deccffb,0.1
3b6fe20750,0.288
1e2e531601,0.14
679f61eadf,0.18
677c661f20,0.15
b039664947,0.264
b81774d18f,0.18
f9afde7502,0.21
95cff5a47d,0.19
c6316050c7,0.239
9409b115d4,0.12
b613b43fa8,0.21
eb36768c1f,0.171
773262fd7d,0.087
fbcfe51509,0.15
665813bcf6,0.13
6651b37139,0.16
7256a40a1c,0.317
155aee8c8d,0.04
4944406453,0.312
6753d8067a,0.26
25ea825790,0.14
e4e777a846,0.19
ce237845fb,0.05
942d9f1c55,0.14
0e86a40c13,0.13
253eb1f30e,0.17
44abc89362,0.21
24ec89801f,0.08
8e81f6d632,0.14
246482a678,0.21
8a0ec1995f,0.25
90c5d85b77,0.382
7f15412c44,0.11
d7f38ea3ef,0.11
3e60b5f6d2,0.09
1c2c8a979b,0.15
6f5aeb46f2,0.179
5ce39b2ca8,0.1
589f4b1eb7,0.328
4f9cace13b,0.06
dd17579c54,0.15
943d3c8b16,0.05
33ed08d60a,0.03
6e4c305ebb,0.36
ba8ba78f19,0.09
172fe83db3,0.31
aa8d7712c7,0.08
b4967d26cc,0.17
3aa8533241,0.29
fbdc416173,0.06
a6c2cf0998,0.25
3a7453a35e,0.09
4c217ab8f3,0.15
2def5e9eef,0.462
3f6d928ca3,0.18
9899c6b573,0.09
835084d391,0.15
e82f1408f6,0.4
8d312e0b70,0.306
a9c4bd709b,0.15
c80703ed83,0.16
ee01e9b687,0.07
ca2e563e6a,0.13
69a6e3692c,0.12
b3d2f32e88,0.248
f4c63c7d04,0.13
ae67b4b21e,0.09
89c4a07234,0.12
6eeb9eedde,0.31
8e508caf25,0.29
b9e77d5bf4,0.05
a0c61bae7e,0.17
3a92670323,0.23
a29b681f04,0.13
ae625c570d,0.12
a62fea252f,0.21
a318ddb8b4,0.258
c9ec312775,0.06
65e722362f,0.03
0c3a5bf7a1,0.06
a29486bd47,0.119
1f57d1e103,0.195
aca4d70a8e,0.05
2af028cf70,0.13
faa9f485fa,0.18
240e15e2e3,0.24
8689e76168,0.01
65c021158d,0.14
d51251c50e,0.1
42907d06c4,0.26
df62f84197,0.25
8fac4b28f6,0.181
88fb229acc,0.12
6705eca39b,0.22
6e74e5ba53,0.14
27691b4a49,0.1
dadd71fead,0.11
750dec152c,0.18
48501c7d6d,0.07
eee0c4af21,0.17
eb3cae26e2,0.16
ae6e9ac005,0.2
1735abed9e,0.296
58e03c7332,0.323
0a68eb0a18,0.289
2689f3f3d1,0.11
d4696ea08f,0.17
b07e4669e0,0.26
191e16be9b,0.113
c5057e7a69,0.11
a3a66bddba,0.04
24e49b474e,0.11
02f0462b93,0.11
6dc4fd760b,0.23
f093430aa7,0.19
7f7793830c,0.06
876d207dea,0.274
597709658f,0.17
6cbaaceb66,0.08
f26eb0a633,0.11
108e852060,0.18
65f3873035,0.274
9656cee056,0.08
12e6843de3,0.12
3ff5e70e7f,0.12
89401daea2,0.07
d5535a2518,0.08
e9d9895191,0.056
00aa8c1f28,0.18
f8e90e7ed2,0.22
745757a0ca,0.1
afde26ce24,0.13
686c03b206,0.282
b72b1feb51,0.11
4affe24d63,0.07
b2845aff54,0.26
7799e6a232,0.23
62ff62bafd,0.11
08a27009e7,0.439
63c2eb494b,0.207
0f3e419861,0.22
483d1cc739,0.16
9b69ff84b7,0.14
813b593375,0.228
034740b9e5,0.11
4409420141,0.14
cc86734e1b,0.14
9f37958b79,0.1
b84896fd77,0.326
6b5b7f755e,0.06
cef7d07858,0.16
5fcafc4667,0.06
06dfe0ee81,0.301
f047e05d33,0.08
105368172a,0.14
9cca83302e,0.22
bb11826849,0.13
087195b279,0.397
88d290abbe,0.02
9d8de3c3bf,0.13
5c3e37f88c,0.21
a039d84292,0.193
7af17d5d56,0.2
39e5acd4ce,0.15
1811f020d4,0.34
6ececaaa42,0.229
900577b298,0.13
67b3851af0,0.137
af96dc94ac,0.249
276476ba16,0.19
fa251c2654,0.11
1d3f8d21eb,0.03
7f577c066a,0.06
953699545e,0.18
dbd3bdfddc,0.16
2ce79591ad,0.209
00c05f6387,0.279
687d2cb265,0.281
8cf31da358,0.11
9ec83ec72d,0.262
aff30f8784,0.06
f81a3b267e,0.124
eb5fe6a8d7,0.07
06f566f1b9,0.11
f8dd8b8a08,0.15
3ed2337c55,0.15
bc8afb8fe5,0.12
ff489dad7b,0.09
1d51f68448,0.525
9d6bc59e8e,0.04
c20bd4a40f,0.375
f0d67e57b6,0.175
cab251ac77,0.13
85733138cd,0.06
d9f2dceb77,0.23
e20687490a,0.22
cbef1c3529,0.17
48b273b044,0.29
7159fb3123,0.21
12b97acb7f,0.19
0e9c96f313,0.067
66c75df825,0.16
18139e7f2b,0.1
2fe74e0e5d,0.18
c1cc89d8cd,0.25
eccc996538,0.11
ea909957f1,0.25
1005d3d40c,0.16
4d44fe3b1f,0.25
feec105be0,0.098
43a45f95b9,0.214
8ba27d3cb5,0.38
029b73549e,0.31
1a815d69c2,0.09
374eb40802,0.07
1ac6585094,0.16
be09f8ea3e,0.18
08be041e79,0.277
057ba67f33,0.14
8e44365df9,0.16
7ffd71ebd8,0.14
b609e41f68,0.19
09f3b5479e,0.06
f1abbd53b6,0.23
3b60d5e167,0.05
e385a974ef,0.13
04b6a1b80a,0.08
d6319b2b5c,0.13
0e9f37df4d,0.17
4765a689d5,0.05
b2af254d2f,0.199
3eb0dcf8e0,0.17
8baae49b92,0.11
66706564de,0.07
c1f3fec37a,0.22
1b99428bac,0.15
0f52933414,0.259
9b41a96e36,0.179
2cc46ca355,0.04
f6d5c8411d,0.13
43b12a209c,0.1
d48a776085,0.05
96ec186bc1,0.35
782819c853,0.09
a87ece6829,0.14
81945336aa,0.16
0ff9961eb1,0.23
57ce272296,0.04
97512339eb,0.15
42817a563f,0.18
2c7ddc064c,0.09
ded974b122,0.15
dc4da2d8df,0.03
62c6cf10f3,0.1
0af06f6c09,0.09
3f49a9aabe,0.289
6d46f9057f,0.08
49a448d685,0.2
3bfebd5536,0.11
5502f0fa36,0.187
267057aaae,0.208
2be2801863,0.15
d87cc71cee,0.08
baa2652d7e,0.15
7b98e9c331,0.23
0166004382,0.16
6c796888f3,0.278
630162110f,0.05
d3c2c2e460,0.05
d091fde27c,0.01
f2a2c86080,0.33
6a5443fb8b,0.18
74042df826,0.28
6553783c05,0.318
ffc51a87e7,0.08
60ce9ae506,0.04
123848b3da,0.27
0d33e17823,0.002
fe1cb6dff3,0.257
11ed34e2d2,0.209
7950c4efb1,0.16
9939d87359,0.21
582281e0ac,0.163
626b8b8aa4,0.258
497ce9d6fc,0.174
dc106154b2,0.17
f2a7b80be0,0.14
689497ae35,0.07
1112feec74,0.1
f4abe1e390,0.22
f313614985,0.21
ad5ec9287b,0.11
75232e3dc0,0.07
660d660297,0.156
3b96c9b7bc,0.08
942d9b87ed,0.21
a0b08a3c2b,0.103
e3369e84bb,0.384
227cc6209c,0.138
9d6883261b,0.14
75025ca8ae,0.21
24736f349d,0.06
4a7dafc328,0.1
aa7cc78310,0.1
9e533aa689,0.26
62fcbf98d8,0.04
4df9e2f2b5,0.306
72e839a6a2,0.18
8462dc86e1,0.26
facd83b5d3,0.322
d211cf23a0,0.24
755ca1938e,0.22
221fb6bf5c,0.07
c0dffbf1e3,0.14
6ed3dadf5c,0.143
0138e36c38,0.11
fa8fcd6593,0.11
1f15cc72f6,0.139
784a8448ae,0.247
8f800242cc,0.24
6051e47158,0.06
4b89321610,0.21
9978e0f49a,0.11
b084af44e2,0.1
0408bf407a,0.13
ac682d4790,0.26
84ad95bbe4,0.05
e874e1cebe,0.19
1902dd45df,0.31
03a8574710,0.278
91b0e81d6b,0.14
bec1aebd99,0.06
27be57bbdb,0.257
9800f48178,0.108
9966d7acde,0.25
10218c01ef,0.298
83b4c9893c,0.258
35c1566dfe,0.26
245b8fd80d,0.16
bc973c74f0,0.395
16f19dd21c,0.396
b2de6f445f,0.15
91f74b86fb,0.219
dc404e6a75,0.18
78a2b9417a,0.41
511526cf7e,0.365
b8a0b1541d,0.24
2ec1d21c92,0.18
cbeaab34d7,0.15
2f2c09fb1e,0.319
797c86c9a6,0.26
f240bdbe6d,0.09
048adc473d,0.32
616907fb2c,0.2
f87dd9a82f,0.179
7f8f0393f1,0.329
18d55b29db,0.291
3be80d3fc2,0.229
494ca841f5,0.03
799b2cbdd2,0.14
2bb5918662,0.22
f8be4ead38,0.04
b5ac5eaf37,0.06
9a424b2de8,0.11
9f9549e981,0.11
11dddbc79e,0.07
297c2c4500,0.158
cdd318d3dd,0.21
660ca2361e,0.2
15a34c659f,0.03
8b9df7a265,0.18
7afaba88f6,0.2
cdabe510df,0.14
7e4a3aa0e7,0.256
f787dc965e,0.14
d22768dfad,0.239
5c49bcbaff,0.18
f70dc71b40,0.141
75c74a4302,0.12
f3e5b96990,0.07
bc08447836,0.203
d29b59f9ef,0.243
3c62fdfebb,0.2
764679a35f,0.228
53a54c2411,0.136
6745a70059,0.12
14d9025edf,0.16
933a85cb35,0.52
4331cf41b9,0.347
3041f33842,0.14
1bb6ee90ab,0.15
a086d2daaf,0.18
dc897cf611,0.17
e443b4ff50,0.11
9a9247737e,0.168
849faea038,0.15
0b6322518a,0.254
8b0d9a71e6,0.13
3f398a4a93,0.051
614b85f7d0,0.466
662ea73e5f,0.23
111d3ce8f4,0.08
7e5e852062,0.13
22bb4c20bc,0.12
77291a355e,0.21
4798f7d5cf,0.07
767a3d38b1,0.04
32de094448,0.06
65344587aa,0.08
2d1e672fe6,0.15
0cb0895bda,0.56
151a9f271c,0.13
e5c9027928,0.208
fde71dbb4d,0.09
b8a2552c4e,0.13
24c21c3a51,0.12
ca3dfbd2c4,0.409
9c4a2f5883,0.09
acf59a0b03,0.19
a48c6b5961,0.437
7ee940b4fb,0.17
d4d64f806c,0.34
ee6fa99f51,0.29
9cf912b996,0.3
8ff2a1681e,0.2
08a8fadb31,0.17
3b497ebeae,0.18
5dd67fa08f,0.19
e008d284d2,0.307
b2069e62b6,0.328
49c7ff6db4,0.11
f7681ea569,0.18
f4859b2eac,0.368
933b61afe3,0.11
59ea5e4c75,0.12
0776c284ab,0.256
4e0e14c322,0.03
8927f2b31c,0.2
440caf6dda,0.406
aa014b8289,0.07
f9f0c22462,0.28
af81c7fc22,0.24
f94da7b912,0.22
0dbfe9c8fc,0.19
6d01cd6634,0.05
76dc49040d,0.1
4c29a12daf,0.104
63f8b3b1d8,0.1
3967b48d24,0.169
ed5de1057f,0.193
f92749bf85,0.17
f381969ead,0.16
215c737462,0.31
0de2feac6b,0.11
71ff16d68f,0.1
689eb96ea9,0.19
78f3626174,0.396
5e1b41d66f,0.32
5c9a8535e6,0.08
6be7162989,0.07
ea8ea2fee3,0.04
5239ad07d5,0.15
f0a973c07f,0.32
69422aa100,0.118
38921f0374,0.06
27b737c5c0,0.204
d63abd2ff1,0.3
e18307db15,0.04
57183384d9,0.11
3292c6af28,0.28
50a7a4f6fd,0.06
785327ac17,0.08
e489090c23,0.25
675b6b81d1,0.25
2bfff60280,0.11
0dfddae494,0.42
02c3b5d376,0.19
7ae25aa370,0.22
bd0931bf9e,0.08
1693a1e701,0.24
cbb87d5927,0.01
e7fcc41b19,0.455
0c1f571989,0.16
5f2ff9f6e9,0.476
7e7e3cb977,0.268
9625fe057c,0.11
a57233f747,0.109
b8daf5f374,0.14
b05038b68a,0.13
2fa9a62be5,0.18
99a08fe55b,0.09
f8dd0cf311,0.345
a54f0773ea,0.1
ece51a6bad,0.184
c05fcbb6f2,0.444
637cff86d3,0.449
03e45eae58,0.16
d102ace919,0.11
9ed147dc8e,0.26
d72cf24fc7,0.469
ba0b41eacc,0.19
cc092c23e9,0.03
b602abff6f,0.18
0bd5990699,0.03
fe0a2c6a20,0.15
ee82d74eaf,0.1
e2732573d4,0.212
8390b414fb,0.1
52519ea7ee,0.19
0fd02f6585,0.16
9a67ba4dfe,0.09
19c5398bb3,0.21
5ec88a9ad8,0.12
d1828a7430,0.11
eb494f19f3,0.134
0b9dfd698f,0.13
9dcf0ae6b2,0.543
edc883eaec,0.07
f0bbe8bd67,0.05
cc7403aa31,0.428
ff243ab0f0,0.05
f0987e1287,0.22
07f30aa303,0.03
ffd1da4f5a,0.12
ae2ac29807,0.2
8b11a45b1e,0.444
54dd9dee4a,0.12
3d4c85e806,0.15
bf4c83a7f2,0.23
de27070e13,0.09
1f76facb35,0.289
608d851054,0.07
076f19d6bd,0.12
54c5fdcfa9,0.244
bbc99208ad,0.3
2d0571eb21,0.374
51414e114e,0.09
e7459f084d,0.306
c31098ae51,0.15
6e14f8fbbd,0.495
15cc908373,0.202
f26a2d5594,0.26
c45815b7bf,0.12
4e85adc1b9,0.14
c166432c65,0.24
f4e0c33873,0.18
b12eed2ecb,0.07
5f54708efb,0.05
4fe28c00a8,0.15
c1fb679737,0.13
8cc99c2a39,0.076
f1b892577c,0.11
bcbaee645a,0.368
e90ad97bd8,0.18
c8cd53a6c5,0.336
30e79487ef,0.1
2c26fecbe4,0.2
fc4079edba,0.07
8973b93aeb,0.21
24cc31e51b,0.06
ac4b262512,0.11
981ed08d67,0.15
b78657a445,0.273
ace299a3d8,0.16
b0d648aadc,0.06
47cf09811f,0.1
f7aa84acdc,0.15
f771ecbd84,0.07
b7df62f0b6,0.168
c8a9b577db,0.3
fee0b87524,0.15
2a5e550c53,0.169
54e7c0e406,0.14
4cddd354e8,0.207
cdd39ed6d2,0.17
850c3286eb,0.07
117ac401d4,0.22
11ec0c4798,0.13
5a7008fc61,0.21
e527fb2d03,0.238
d59dc6e467,0.06
f9c270bf39,0.12
6fe1a6a52a,0.102
74c10292ed,0.13
346e313077,0.21
742b5657e2,0.24
0b112e6ac0,0.209
f169a7dd97,0.269
f66370efb3,0.15
99a959d90c,0.09
ecb32449f1,0.17
7d3003bc3f,0.159
6cece66d81,0.13
c583523aa2,0.07
55deff0880,0.1
2abb2cb168,0.09
16558cdfe8,0.22
95882520d9,0.12
596fda3229,0.11
2a4565f379,0.168
8cd105c7ee,0.22
3bd48ca54c,0.16
27768597af,0.16
289f799465,0.05
d2bc8fc2dd,0.11
0d987cf523,0.17
7bd586976a,0.21
f865d84ec3,0.02
35088ac366,0.29
3864020b03,0.106
09510f901d,0.475
976b8d2f6a,0.107
3e834e38aa,0.28
9dba98da9f,0.36
a987759153,0.12
1528c1eeeb,0.16
e7e321379f,0.18
93d6b9c3ef,0.12
3b8a1f252d,0.16
56e283b0ca,0.16
11cba491bb,0.16
a604e49839,0.214
f66313fac0,0.21
c1c8b30200,0.11
1c0d05577f,0.08
527c3ac5ae,0.16
f5e71e99fe,0.02
d365a7391f,0.21
3f3aea2cd0,0.14
5be9f22c00,0.18
202a3fd1a3,0.16
9fccf6e1fe,0.03
8096043bc2,0.35
8095763160,0.14
8f4d7ccd95,0.392
2ae188e432,0.09
df5c35e239,0.32
b284c234e9,0.05
c2f8959d55,0.1
85eafbc85d,0.08
bb0faf56a6,0.12
1af301285b,0.283
579fcd7f3d,0.09
6f78c76107,0.183
d669f2e5b7,0.16
96d113ec9e,0.22
287c6c0ae9,0.15
f5760cacab,0.17
765f045b1d,0.14
18945b65f0,0.06
ce1f4dda62,0.358
b4b93fa9fc,0.21
b6138ee4a6,0.11
29c8ed1378,0.15
e03d9d1550,0.33
27f3b4f4fb,0.03
c6587ad365,0.047
e87d8a8257,0.07
50ff1d9865,0.06
9d551c300f,0.319
2b77e89ea0,0.21
66bdd975cd,0.24
762730a891,0.14
822997c927,0.04
282314a337,0.309
7973154f1e,0.26
1b131fd1a1,0.368
b55eafba38,0.03
26f108ef78,0.32
576caf753f,0.166
0f6efc7830,0.2
61b4115add,0.15
1ed7db6546,0.23
7ffaa073b3,0.06
8423cbd667,0.35
f3ebe4fa0a,0.134
da48177ff1,0.424
52fec2c9fd,0.22
a1bea875a4,0.06
bff615e8aa,0.06
c462cb492b,0.228
a2e421c5c4,0.02
e77bc37bb1,0.13
f5c1c697f9,0.21
529dd563a0,0.16
6fe8c70c2d,0.06
113dc59c05,0.22
1ee6e4bd95,0.12
8a270ac5bf,0.13
630359bcce,0.509
745ae7718e,0.15
84a6665e88,0.057
9a69140b36,0.07
bcab1f18af,0.098
d45d5b5cd8,0.193
2aaf47a12e,0.168
0a68fe1044,0.12
919b157cad,0.291
66f042c2b7,0.14
618374d1c9,0.227
266be769f1,0.18
ebb16c11ff,0.19
6f4ea1ed09,0.06
bd3de173bb,0.538
0d3ac575f6,0.37
6f8ef2ce9f,0.16
971e17fbac,0.09
b88321bf69,0.22
0cdb309847,0.08
3b8209569a,0.16
4db20898ec,0.13
8d32c0dfce,0.15
aa7784e9b3,0.165
1553c3317a,0.16
3bf96a838a,0.09
18b954e289,0.12
078fc0c604,0.17
3b5ced2d0d,0.372
370e56611f,0.23
fbbde1f428,0.278
aabc7d2ec1,0.09
f2da1570db,0.309
827ac72c5a,0.08
ba4a2f9d7b,0.16
c542e7fa30,0.21
05c2f217fe,0.08
1790f49015,0.14
6f7fb36c16,0.254
b4aa19faeb,0.21
67878200e0,0.452
0f0756ec6d,0.18
504eaecce0,0.2
f85f7c6cb9,0.03
a8d1909682,0.19
1d4d5abd62,0.17
689fe24485,0.08
ca51cb5f66,0.23
3313c5bfee,0.17
07a42e6957,0.409
176589d4ac,0.13
119054222f,0.145
dfe473a940,0.06
a2674e882c,0.379
6bd911538b,0.17
ee6095621e,0.22
f2b4f7af28,0.34
e826ee396c,0.03
50793217a6,0.18
b38b5bcfbf,0.17
562ef829bd,0.11
fefed8d4c6,0.14
a3e7d3e7e0,0.181
3785a74c62,0.02
49aa736bb7,0.13
089e90dd31,0.249
af759ae543,0.09
e028e94024,0.09
cf2fd7cdff,0.102
79b3640fe8,0.2
37534f9b10,0.04
d0894f8b70,0.06
b99102083a,0.12
9b8dc488c1,0.14
bde114dfe8,0.036
b9c307e12e,0.306
06ce2e7a8d,0.19
f3c6b0f4bc,0.21
9d6bf293d4,0.275
1136f244d7,0.318
40143b42bb,0.16
7a44629ff6,0.15
55ed25f7dd,0.14
a6f5439c77,0.14
6274221139,0.14
14bce0101e,0.449
d6662656a7,0.293
c4d14d9aee,0.142
163f9a943e,0.1
6f6d8fe47b,0.185
61f6a3a1f8,0.28
3d135e5247,0.13
a069f6776b,0.06
ab1370678b,0.239
0a1c6b60b2,0.059
9093aa805a,0.17
41903e10a2,0.077
b691fd90a8,0.18
97f4c7b81b,0.156
b735ad5925,0.18
602fedf2a9,0.252
a831650f1e,0.17
5aab0377a9,0.31
ca0a060744,0.142
2081c5e97a,0.14
c60793a2c4,0.09
103395397f,0.12
b5fe57e9ca,0.2
effe461734,0.06
9bbbc74174,0.11
2811c5c268,0.517
784ce61230,0.11
10b8ce9600,0.09
2c47775322,0.14
fc7944a3e2,0.15
6e0358aa9a,0.267
c7be62ed81,0.31
5e1bebe5b0,0.035
973e471909,0.243
c5e3b5445c,0.13
06b75de22c,0.14
b0f292a456,0.21
6f436786bb,0.16
0340dcb5be,0.17
50385d144d,0.229
435f9ed5ae,0.189
71b4f3a7c8,0.19
ff97846d48,0.11
2cc3456cb6,0.17
063b009063,0.239
3bb2602ecd,0.326
e53342da3c,0.11
e2e7a12c20,0.14
9145bcfe85,0.04
d037e6944a,0.11
6006767e99,0.12
7d6effec08,0.14
a6710fcf1c,0.21
3ea9dea2a9,0.21
39e715b702,0.297
7ba766dbe6,0.18
b42e375ecd,0.072
7fb22f1f6e,0.05
ccefdbf492,0.47
ec400dd8e9,0.28
14d39dab7d,0.05
2ad05a3439,0.15
c959e0209d,0.12
996bac2a92,0.07
e8f9af6938,0.08
2a70dad097,0.05
eb40dcc939,0.251
a780031ca5,0.08
ab8ce700ce,0.406
ab7f02bd00,0.15
22fb12c49f,0.1
4c0f62a930,0.16
c6dbeb8d8b,0.49
dbe80f9669,0.09
0dabc4885f,0.23
ec976d39cd,0.17
69302af4e4,0.14
3ff588f1bc,0.07
c0a3d854fc,0.477
eafb9deda8,0.16
6d02ab8f3d,0.196
1c8d1cbc2d,0.04
68598fbcbb,0.23
8cb533217d,0.329
dd414e184d,0.09
ad0d51930e,0.12
0a7ad61ffd,0.04
a11f13fb0a,0.07
4e63a41837,0.15
3e1955d071,0.14
0d7c1b1a4c,0.11
e263c025b7,0.16
38056e6683,0.17
9c2b6cc924,0.094
16e7f69384,0.268
9a78dc2b3c,0.18
3bc7c4d3c6,0.12
95c8fec355,0.3
b7d6c9cc4b,0.445
fca0679b3f,0.2
94ea20738e,0.249
7e475417c1,0.15
73b6ab2546,0.242
1eceec604a,0.14
af2e8116ff,0.1
66039c1466,0.11
570529c33f,0.08
a4ed286ca5,0.43
2ca7145e0d,0.09
bc7e49b507,0.11
d89a396be6,0.25
c765a609be,0.188
9b6e41729d,0.209
3d4bc2f327,0.291
3843cd3acd,0.03
974d9faa38,0.14
290e24283a,0.16
978f8e0144,0.03
48bc6a0783,0.31
797655fac9,0.05
3529a7890a,0.229
ada789676f,0.06
be9da12dd7,0.12
c712ad1985,0.11
fc3321912f,0.162
fac5ce0919,0.03
c75617d0c0,0.08
6f360c6cea,0.27
f8613a0d7b,0.06
2f798caa52,0.14
8e4184981e,0.15
49359e404a,0.25
7865dedf74,0.449
c83ed9e9ea,0.2
c7ba63455c,0.29
8a7fd98b54,0.436
df1c48349e,0.189
2443706edc,0.18
302c7ac971,0.09
fd2d0534f0,0.14
b1d5812110,0.16
e9cfc1031e,0.11
4b4aedcb52,0.12
280b0fb565,0.175
a4972239c1,0.01
62ea8e7487,0.06
86b84177ea,0.249
5d4f1695f6,0.12
f1d6c09a4b,0.18
b60cdc9741,0.079
23ee2f52e0,0.148
548575c358,0.14
b17a31a1a7,0.04
dc5e0fb386,0.353
d18e2c4764,0.16
7e1d8ef672,0.07
159cdafbfc,0.2
5d94a6db57,0.198
24d251d405,0.09
9fbeb531b9,0.08
e8b55bacfb,0.58
2e5195987e,0.18
47653ed960,0.17
5dfbab22a3,0.08
3dd960c446,0.24
e1857541b3,0.169
1d9b7d7a1e,0.228
420e5d1a8f,0.95
58559df8b8,0.18
7ea64409ce,0.08
61465977af,0.25
c7d400603d,0.13
e52b97f140,0.06
0a438521cb,0.09
cbe94a46a8,0.394
88744e6d80,0.268
ee2b156760,0.07
3a792a7063,0.09
b89d5eb3be,0.05
b4f8e99277,0.426
ab675d5041,0.16
4eb94b9e4b,0.199
aa1bd242fb,0.1
cb474b0d97,0.189
